Delivery_ID,Dispatch_Date,Delivery_Date,Route_ID,Customer_ID,Gross_Weight,Status
4440,2024-01-15,2024-01-18,5,12,715,On-Time
4444,2024-01-15,2024-01-18,5,18,677,On-Time
4443,2024-01-15,2024-01-18,5,27,821,On-Time
2635,2024-01-15,2024-01-21,1,13,360,On-Time
2636,2024-01-15,2024-01-21,1,16,435,On-Time
849,2024-01-15,2024-01-21,14,5,950,On-Time
850,2024-01-15,2024-01-21,14,20,750,On-Time
3654,2024-01-15,2024-01-25,12,25,24000,Delayed
2189,2024-01-16,,2,8,2249,Failed
3655,2024-01-16,,22,1,400,Failed
4445,2024-01-16,2024-01-18,2,26,24000,On-Time
5,2024-01-16,2024-01-20,1,6,22708,On-Time
6,2024-01-16,2024-01-20,4,12,2893,On-Time
3656,2024-01-16,2024-01-21,3,2,348.62,On-Time
4449,2024-01-16,2024-01-22,25,21,512,On-Time
4448,2024-01-16,2024-01-22,25,22,515,On-Time
4446,2024-01-16,2024-01-22,25,23,35,On-Time
4447,2024-01-16,2024-01-22,25,28,39,On-Time
2637,2024-01-17,,1,27,250,Failed
3657,2024-01-17,,25,24,25,Failed
4453,2024-01-17,2024-01-20,3,4,2174,On-Time
4452,2024-01-17,2024-01-20,3,5,2556,On-Time
1695,2024-01-17,2024-01-20,3,23,4480,On-Time
4454,2024-01-17,2024-01-20,5,18,418,On-Time
345,2024-01-17,2024-01-21,2,11,3796,On-Time
7,2024-01-17,2024-01-22,1,5,2933.408,On-Time
8,2024-01-17,2024-01-22,1,10,4548.708,On-Time
3658,2024-01-17,2024-01-22,12,18,24000,On-Time
4451,2024-01-17,2024-01-22,25,15,311,On-Time
4455,2024-01-17,2024-01-24,5,19,715,Delayed
4450,2024-01-17,2024-01-25,25,12,88,Delayed
851,2024-01-17,2024-01-26,14,22,1350,Delayed
3659,2024-01-18,,2,20,756,Failed
2638,2024-01-18,,4,6,345,Failed
3660,2024-01-18,,25,25,47.74,Failed
4380,2024-01-18,2024-01-20,2,24,24000,On-Time
2639,2024-01-18,2024-01-21,6,19,250,On-Time
2640,2024-01-18,2024-01-22,1,12,380,On-Time
2641,2024-01-18,2024-01-22,1,12,665,On-Time
10,2024-01-18,2024-01-22,1,15,9833.52,On-Time
9,2024-01-18,2024-01-22,1,24,23301.668,On-Time
2642,2024-01-18,2024-01-22,1,27,1350,On-Time
703,2024-01-18,2024-01-22,3,2,555,On-Time
632,2024-01-18,2024-01-22,3,10,3700,On-Time
701,2024-01-18,2024-01-22,3,14,1395,On-Time
853,2024-01-18,2024-01-22,3,14,3220,On-Time
698,2024-01-18,2024-01-22,3,20,555,On-Time
699,2024-01-18,2024-01-22,3,23,823,On-Time
702,2024-01-18,2024-01-22,3,23,1820,On-Time
700,2024-01-18,2024-01-22,3,24,840,On-Time
2544,2024-01-18,2024-01-22,5,3,53.13,On-Time
2549,2024-01-18,2024-01-22,5,7,76.025,On-Time
2556,2024-01-18,2024-01-22,5,9,47.055,On-Time
2547,2024-01-18,2024-01-22,5,9,116.02,On-Time
1949,2024-01-18,2024-01-22,5,11,50,On-Time
2551,2024-01-18,2024-01-22,5,12,52.42,On-Time
2548,2024-01-18,2024-01-22,5,14,37.52,On-Time
2555,2024-01-18,2024-01-22,5,15,86.49,On-Time
2553,2024-01-18,2024-01-22,5,16,201.18,On-Time
2554,2024-01-18,2024-01-22,5,23,73.16,On-Time
2550,2024-01-18,2024-01-22,5,24,46.5,On-Time
1948,2024-01-18,2024-01-22,5,25,110,On-Time
3661,2024-01-18,2024-01-22,9,10,25.37,On-Time
852,2024-01-18,2024-01-22,9,16,5350,On-Time
2543,2024-01-18,2024-01-22,10,10,19.82,On-Time
2541,2024-01-18,2024-01-22,10,16,78.37,On-Time
2540,2024-01-18,2024-01-22,10,25,60.08,On-Time
2538,2024-01-18,2024-01-22,10,26,9.6,On-Time
2542,2024-01-18,2024-01-22,10,26,162.605,On-Time
2539,2024-01-18,2024-01-22,10,27,43.315,On-Time
704,2024-01-18,2024-01-22,14,8,1800,On-Time
854,2024-01-18,2024-01-22,17,11,750,On-Time
1696,2024-01-18,2024-01-22,17,25,3750,On-Time
4456,2024-01-18,2024-01-23,25,9,16,On-Time
2552,2024-01-18,2024-01-24,5,13,96.71,Delayed
1951,2024-01-18,2024-01-24,26,7,170,On-Time
2546,2024-01-18,2024-01-25,10,20,145.465,Delayed
2545,2024-01-18,2024-01-25,22,19,94.92,On-Time
1950,2024-01-18,2024-01-25,22,27,123,On-Time
4457,2024-01-18,2024-01-27,25,21,1111,Delayed
2643,2024-01-19,,4,21,448,Failed
4458,2024-01-19,2024-01-22,2,7,24000,On-Time
3664,2024-01-19,2024-01-22,3,14,24000,On-Time
2646,2024-01-19,2024-01-23,1,7,4800,On-Time
2644,2024-01-19,2024-01-23,1,15,300,On-Time
2645,2024-01-19,2024-01-23,1,17,1000,On-Time
3665,2024-01-19,2024-01-23,12,6,24000,On-Time
3663,2024-01-19,2024-01-23,12,12,24000,On-Time
855,2024-01-19,2024-01-23,14,14,3600,On-Time
4461,2024-01-19,2024-01-24,25,10,204,On-Time
4459,2024-01-19,2024-01-24,25,28,7,On-Time
4460,2024-01-19,2024-01-27,25,29,15,On-Time
4383,2024-01-22,2024-01-24,2,2,24000,On-Time
4382,2024-01-22,2024-01-24,2,9,24000,On-Time
4381,2024-01-22,2024-01-24,2,21,24000,On-Time
4465,2024-01-22,2024-01-25,3,22,972,On-Time
4466,2024-01-22,2024-01-25,5,11,852,On-Time
4468,2024-01-22,2024-01-25,5,12,141,On-Time
4469,2024-01-22,2024-01-25,5,15,942,On-Time
4463,2024-01-22,2024-01-25,5,23,672,On-Time
4470,2024-01-22,2024-01-25,5,23,880,On-Time
4467,2024-01-22,2024-01-25,5,28,1400,On-Time
4464,2024-01-22,2024-01-27,25,1,321,On-Time
4462,2024-01-22,2024-01-27,25,26,645,On-Time
2648,2024-01-22,2024-01-28,1,13,620,On-Time
2647,2024-01-22,2024-01-28,1,16,1870,On-Time
2649,2024-01-23,,1,19,1000,Failed
2650,2024-01-23,,1,26,1114.71,Failed
2190,2024-01-23,,2,4,1268,Failed
3666,2024-01-23,,25,30,55,Failed
4471,2024-01-23,2024-01-28,3,17,896,On-Time
2557,2024-01-23,2024-01-28,5,16,68.24,On-Time
2651,2024-01-24,,1,7,500,Failed
2652,2024-01-24,,1,21,750,Failed
3667,2024-01-24,,25,19,88.16,Failed
3669,2024-01-24,2024-01-25,6,20,267.77,On-Time
4480,2024-01-24,2024-01-27,3,9,2143,On-Time
4478,2024-01-24,2024-01-27,3,11,1449,On-Time
4481,2024-01-24,2024-01-27,3,15,1620,On-Time
4477,2024-01-24,2024-01-27,3,16,2434,On-Time
346,2024-01-24,2024-01-27,3,18,4031,On-Time
4479,2024-01-24,2024-01-27,3,22,3125,On-Time
3670,2024-01-24,2024-01-27,3,25,7478.08,On-Time
1953,2024-01-24,2024-01-27,5,6,38,On-Time
4476,2024-01-24,2024-01-27,5,12,920,On-Time
4482,2024-01-24,2024-01-27,5,29,2112,On-Time
1952,2024-01-24,2024-01-27,5,30,60,On-Time
2558,2024-01-24,2024-01-27,10,7,59.65,On-Time
3668,2024-01-24,2024-01-28,2,15,24000,On-Time
2654,2024-01-24,2024-01-29,1,17,300,On-Time
4474,2024-01-24,2024-01-29,25,13,412,On-Time
4473,2024-01-24,2024-01-29,25,15,44,On-Time
11,2024-01-24,2024-01-30,1,5,11052,On-Time
4475,2024-01-24,2024-01-31,25,4,982,On-Time
2653,2024-01-24,2024-02-02,1,14,220,Delayed
4472,2024-01-24,2024-02-02,25,9,8,Delayed
2655,2024-01-25,,1,19,1688,Failed
12,2024-01-25,2024-01-29,1,2,4164,On-Time
14,2024-01-25,2024-01-29,1,29,3756.261,On-Time
633,2024-01-25,2024-01-29,3,26,2850,On-Time
705,2024-01-25,2024-01-29,3,28,870,On-Time
4483,2024-01-25,2024-01-29,5,15,142,On-Time
857,2024-01-25,2024-01-29,14,16,3135,On-Time
856,2024-01-25,2024-01-29,17,28,2050,On-Time
13,2024-01-25,2024-01-31,4,18,4255.871,On-Time
4484,2024-01-25,2024-02-02,5,21,620,Delayed
2657,2024-01-26,,1,14,1041,Failed
2656,2024-01-26,,1,23,281,Failed
3675,2024-01-26,,2,1,2177.89,Failed
3674,2024-01-26,,2,3,447.43,Failed
3673,2024-01-26,,2,9,445.74,Failed
3672,2024-01-26,,2,11,109.65,Failed
3671,2024-01-26,,22,28,17.4,Failed
3680,2024-01-26,2024-01-27,6,9,47.46,On-Time
3679,2024-01-26,2024-01-27,6,20,1040.19,On-Time
3676,2024-01-26,2024-01-29,2,2,24000,On-Time
858,2024-01-26,2024-01-29,2,20,24000,On-Time
3677,2024-01-26,2024-01-29,2,29,24000,On-Time
2564,2024-01-26,2024-01-29,5,3,17.73,On-Time
2563,2024-01-26,2024-01-29,5,4,30.79,On-Time
2561,2024-01-26,2024-01-29,5,8,106.48,On-Time
2562,2024-01-26,2024-01-30,14,29,150,On-Time
859,2024-01-26,2024-01-30,17,7,3400,On-Time
2560,2024-01-26,2024-01-31,5,10,34.85,On-Time
4485,2024-01-26,2024-01-31,25,15,80,On-Time
3678,2024-01-26,2024-02-02,25,27,126.65,On-Time
4486,2024-01-26,2024-02-03,25,6,17,On-Time
2659,2024-01-29,,1,12,990,Failed
2661,2024-01-29,,1,18,3200,Failed
2658,2024-01-29,,1,19,100,Failed
2660,2024-01-29,,1,20,1554.03,Failed
2662,2024-01-29,,4,17,1014.2,Failed
4488,2024-01-29,2024-01-31,2,2,1990,On-Time
4487,2024-01-29,2024-01-31,2,20,1365,On-Time
860,2024-01-29,2024-02-01,3,2,3100,On-Time
861,2024-01-29,2024-02-01,3,18,1960,On-Time
4492,2024-01-29,2024-02-01,3,19,1255,On-Time
4494,2024-01-29,2024-02-01,5,12,302,On-Time
4493,2024-01-29,2024-02-01,5,19,479,On-Time
4496,2024-01-29,2024-02-01,5,20,810,On-Time
4490,2024-01-29,2024-02-03,25,12,122,On-Time
4489,2024-01-29,2024-02-03,25,28,8,On-Time
862,2024-01-29,2024-02-04,14,9,320,On-Time
863,2024-01-29,2024-02-04,14,15,920,On-Time
864,2024-01-29,2024-02-04,14,21,400,On-Time
4495,2024-01-29,2024-02-05,3,7,2453,Delayed
4491,2024-01-29,2024-02-05,25,21,421,On-Time
1697,2024-01-29,2024-02-07,17,23,2500,Delayed
2665,2024-01-30,,1,11,1950,Failed
2663,2024-01-30,,1,19,230,Failed
2664,2024-01-30,,1,27,750,Failed
4384,2024-01-30,2024-02-01,2,3,24000,On-Time
2191,2024-01-30,2024-02-01,2,15,1007,On-Time
1698,2024-01-30,2024-02-04,3,17,5150,On-Time
3681,2024-01-30,2024-02-04,9,10,357.15,On-Time
4499,2024-01-30,2024-02-05,25,22,92,On-Time
4498,2024-01-30,2024-02-05,25,23,198,On-Time
4497,2024-01-30,2024-02-06,25,26,21,On-Time
2666,2024-01-31,,1,18,318.68,Failed
4507,2024-01-31,2024-02-03,3,16,2016,On-Time
4503,2024-01-31,2024-02-03,3,23,2787,On-Time
4502,2024-01-31,2024-02-03,3,24,3265,On-Time
15,2024-01-31,2024-02-03,3,24,5350,On-Time
4505,2024-01-31,2024-02-03,5,5,404,On-Time
4504,2024-01-31,2024-02-03,5,7,620,On-Time
4508,2024-01-31,2024-02-03,5,13,989,On-Time
2565,2024-01-31,2024-02-03,10,21,70.235,On-Time
2566,2024-01-31,2024-02-04,10,4,49.38,On-Time
18,2024-01-31,2024-02-05,1,8,21526.34,On-Time
17,2024-01-31,2024-02-05,1,13,20000,On-Time
16,2024-01-31,2024-02-05,1,15,18607.844,On-Time
4506,2024-01-31,2024-02-05,5,26,820,On-Time
865,2024-01-31,2024-02-05,14,25,3600,On-Time
866,2024-01-31,2024-02-05,17,9,2500,On-Time
4501,2024-01-31,2024-02-05,25,5,89,On-Time
4500,2024-01-31,2024-02-05,25,22,32,On-Time
3682,2024-02-01,,10,10,170,Failed
4509,2024-02-01,2024-02-03,2,4,1476,On-Time
4510,2024-02-01,2024-02-03,2,4,3100,On-Time
3683,2024-02-01,2024-02-03,2,4,24000,On-Time
347,2024-02-01,2024-02-03,2,19,3756,On-Time
3684,2024-02-01,2024-02-03,2,26,24000,On-Time
2668,2024-02-01,2024-02-05,1,6,300,On-Time
2667,2024-02-01,2024-02-05,1,7,1200,On-Time
21,2024-02-01,2024-02-05,1,23,3402.608,On-Time
3685,2024-02-01,2024-02-05,3,5,24000,On-Time
706,2024-02-01,2024-02-05,3,14,2400,On-Time
19,2024-02-01,2024-02-05,3,19,4325,On-Time
22,2024-02-01,2024-02-05,4,9,5452.704,On-Time
4516,2024-02-01,2024-02-05,5,10,620,On-Time
1954,2024-02-01,2024-02-05,5,13,311,On-Time
1957,2024-02-01,2024-02-05,5,19,105,On-Time
1955,2024-02-01,2024-02-05,5,27,60,On-Time
868,2024-02-01,2024-02-05,14,14,3135,On-Time
20,2024-02-01,2024-02-06,1,12,5205.893,On-Time
4514,2024-02-01,2024-02-06,25,4,615,On-Time
4511,2024-02-01,2024-02-06,25,5,45,On-Time
4512,2024-02-01,2024-02-06,25,19,91,On-Time
4513,2024-02-01,2024-02-06,25,19,315,On-Time
4515,2024-02-01,2024-02-06,25,22,815,On-Time
3686,2024-02-01,2024-02-07,3,21,17.57,Delayed
507,2024-02-01,2024-02-07,7,15,5463,On-Time
508,2024-02-01,2024-02-07,7,16,24000,On-Time
506,2024-02-01,2024-02-07,7,28,24000,On-Time
3687,2024-02-01,2024-02-07,9,4,800,Delayed
1956,2024-02-01,2024-02-08,22,8,153,On-Time
3688,2024-02-01,2024-02-10,25,6,576,Delayed
3689,2024-02-02,,2,2,127.118,Failed
3690,2024-02-02,,2,10,5295.45,Failed
3691,2024-02-02,,2,25,8706.36,Failed
3692,2024-02-02,,25,15,89.6,Failed
3693,2024-02-02,2024-02-05,3,19,24000,On-Time
3694,2024-02-02,2024-02-05,3,20,7000,On-Time
2568,2024-02-02,2024-02-05,5,13,8.12,On-Time
2567,2024-02-02,2024-02-05,5,17,62.26,On-Time
2670,2024-02-02,2024-02-06,1,15,175,On-Time
707,2024-02-02,2024-02-06,12,2,4305,On-Time
2571,2024-02-02,2024-02-06,14,4,63.1,On-Time
869,2024-02-02,2024-02-06,17,15,2200,On-Time
870,2024-02-02,2024-02-07,3,4,3200,On-Time
871,2024-02-02,2024-02-07,3,14,2600,On-Time
4517,2024-02-02,2024-02-07,25,4,366,On-Time
2669,2024-02-02,2024-02-08,1,27,1410,On-Time
4518,2024-02-05,2024-02-07,2,1,1406,On-Time
4385,2024-02-05,2024-02-07,2,5,24000,On-Time
4519,2024-02-05,2024-02-07,2,11,3321,On-Time
873,2024-02-05,2024-02-07,2,15,24000,On-Time
872,2024-02-05,2024-02-07,2,30,24000,On-Time
509,2024-02-05,2024-02-08,3,18,7979,On-Time
4526,2024-02-05,2024-02-08,3,27,2273,On-Time
24,2024-02-05,2024-02-08,5,9,2100,On-Time
4522,2024-02-05,2024-02-08,5,19,13,On-Time
4524,2024-02-05,2024-02-08,5,24,965,On-Time
3695,2024-02-05,2024-02-08,9,16,877.4,On-Time
4527,2024-02-05,2024-02-10,5,18,306,Delayed
4520,2024-02-05,2024-02-10,25,2,88,On-Time
4528,2024-02-05,2024-02-10,25,5,129,On-Time
4525,2024-02-05,2024-02-10,25,6,314,On-Time
4523,2024-02-05,2024-02-10,25,28,423,On-Time
2671,2024-02-05,2024-02-11,1,16,200,On-Time
23,2024-02-05,2024-02-11,4,1,1071,On-Time
875,2024-02-05,2024-02-11,14,19,630,On-Time
874,2024-02-05,2024-02-11,17,28,1875,On-Time
510,2024-02-05,2024-02-12,22,14,199,On-Time
4521,2024-02-05,2024-02-14,25,17,195,Delayed
2672,2024-02-06,,4,26,2200,Failed
3696,2024-02-06,,25,16,5.45,Failed
25,2024-02-06,2024-02-10,1,19,22687,On-Time
2673,2024-02-06,2024-02-10,1,22,1850,On-Time
26,2024-02-06,2024-02-10,1,23,23487,On-Time
4529,2024-02-06,2024-02-10,17,10,4121.2,On-Time
4542,2024-02-06,2024-02-11,3,5,2092,On-Time
3697,2024-02-06,2024-02-11,3,14,720,On-Time
4533,2024-02-06,2024-02-11,3,26,1090,On-Time
4535,2024-02-06,2024-02-11,3,26,2613,On-Time
4543,2024-02-06,2024-02-11,5,6,1342,On-Time
4537,2024-02-06,2024-02-11,5,8,144,On-Time
4539,2024-02-06,2024-02-11,5,11,305,On-Time
4541,2024-02-06,2024-02-11,5,11,698,On-Time
4536,2024-02-06,2024-02-11,5,14,306,On-Time
4531,2024-02-06,2024-02-11,5,20,310,On-Time
4530,2024-02-06,2024-02-11,5,24,302,On-Time
4532,2024-02-06,2024-02-11,5,29,416,On-Time
4538,2024-02-06,2024-02-11,5,29,1634,On-Time
876,2024-02-06,2024-02-13,3,11,2560,Delayed
4534,2024-02-06,2024-02-15,3,28,1395,Delayed
4540,2024-02-06,2024-02-15,5,29,836,Delayed
3698,2024-02-07,,2,19,14942.12,Failed
2192,2024-02-07,,2,27,697,Failed
3699,2024-02-07,,25,23,162.64,Failed
4549,2024-02-07,2024-02-10,3,4,3319,On-Time
4550,2024-02-07,2024-02-10,3,4,9435,On-Time
1958,2024-02-07,2024-02-10,5,4,63,On-Time
3700,2024-02-07,2024-02-10,9,25,486.21,On-Time
2572,2024-02-07,2024-02-10,10,8,38.3,On-Time
348,2024-02-07,2024-02-11,2,16,3796,On-Time
2674,2024-02-07,2024-02-12,1,6,980,On-Time
33,2024-02-07,2024-02-12,1,9,3571.68,On-Time
27,2024-02-07,2024-02-12,1,12,12765,On-Time
29,2024-02-07,2024-02-12,1,14,17777.99,On-Time
34,2024-02-07,2024-02-12,1,16,14706.69,On-Time
32,2024-02-07,2024-02-12,1,16,22768,On-Time
2675,2024-02-07,2024-02-12,1,22,2791,On-Time
30,2024-02-07,2024-02-12,1,29,21718.076,On-Time
4545,2024-02-07,2024-02-12,25,1,189,On-Time
4546,2024-02-07,2024-02-12,25,16,205,On-Time
4548,2024-02-07,2024-02-12,25,17,523,On-Time
4544,2024-02-07,2024-02-12,25,24,60,On-Time
28,2024-02-07,2024-02-14,1,12,23328,Delayed
1959,2024-02-07,2024-02-14,22,15,45,On-Time
2573,2024-02-07,2024-02-14,22,23,41.19,On-Time
31,2024-02-07,2024-02-15,1,8,5908,Delayed
4547,2024-02-07,2024-02-16,25,18,504,Delayed
1960,2024-02-07,2024-02-18,22,12,120,On-Time
2677,2024-02-08,,1,3,800,Failed
2676,2024-02-08,,1,30,500,Failed
3702,2024-02-08,2024-02-10,2,8,24000,On-Time
3701,2024-02-08,2024-02-10,2,22,24000,On-Time
3704,2024-02-08,2024-02-11,6,21,2294.88,On-Time
712,2024-02-08,2024-02-11,29,23,1230,On-Time
2678,2024-02-08,2024-02-12,1,1,1600,On-Time
3703,2024-02-08,2024-02-12,2,3,24000,On-Time
709,2024-02-08,2024-02-12,3,14,1030,On-Time
711,2024-02-08,2024-02-12,3,19,1397,On-Time
708,2024-02-08,2024-02-12,3,21,4550,On-Time
2576,2024-02-08,2024-02-12,5,4,13.54,On-Time
2583,2024-02-08,2024-02-12,5,4,121.99,On-Time
2582,2024-02-08,2024-02-12,5,9,71.695,On-Time
2581,2024-02-08,2024-02-12,5,18,49.12,On-Time
2580,2024-02-08,2024-02-12,5,19,52.18,On-Time
2575,2024-02-08,2024-02-12,5,29,39.8,On-Time
2574,2024-02-08,2024-02-12,10,26,43.42,On-Time
877,2024-02-08,2024-02-12,14,22,1260,On-Time
2577,2024-02-08,2024-02-12,14,23,1285.79,On-Time
4552,2024-02-08,2024-02-13,25,11,479,On-Time
4551,2024-02-08,2024-02-13,25,23,120,On-Time
35,2024-02-08,2024-02-14,1,25,10711,On-Time
710,2024-02-08,2024-02-14,3,11,2690,Delayed
2679,2024-02-09,,1,14,1000,Failed
3705,2024-02-09,,2,8,23,Failed
3706,2024-02-09,2024-02-12,2,7,24000,On-Time
713,2024-02-09,2024-02-12,2,28,1910,On-Time
2680,2024-02-09,2024-02-13,1,26,250,On-Time
349,2024-02-09,2024-02-13,17,19,150,On-Time
1961,2024-02-09,2024-02-15,26,2,47,On-Time
1962,2024-02-09,2024-02-16,28,29,50,Delayed
2683,2024-02-12,,1,21,2550,Failed
2681,2024-02-12,,4,10,425,Failed
2682,2024-02-12,,4,10,800,Failed
